x,y,especie,date,precision
7.08823,49.66243,"Prenanthes purpurea",2024-07-20,5
7.721743,49.113078,"Prenanthes purpurea",2024-07-20,5
20.431317,48.955188,"Prenanthes purpurea",2024-07-16,6
11.359767,47.272632,"Prenanthes purpurea",2024-07-14,NA
7.140216,48.453083,"Prenanthes purpurea",2024-07-20,180
6.619536,44.928897,"Prenanthes purpurea",2024-07-21,31
0.280758,42.559188,"Prenanthes purpurea",2024-07-21,6
10.823978,47.343026,"Prenanthes purpurea",2024-07-20,10
16.314483,50.3611,"Prenanthes purpurea",2024-07-17,4
13.847789,46.311299,"Prenanthes purpurea",2024-07-17,20
14.986176,44.848872,"Prenanthes purpurea",2024-07-20,NA
11.359508,47.272752,"Prenanthes purpurea",2024-07-14,NA
15.5719,50.735083,"Prenanthes purpurea",2024-07-22,NA
14.433425,49.962495,"Prenanthes purpurea",2024-07-18,6
15.924077,47.548737,"Prenanthes purpurea",2024-07-18,NA
15.610785,44.895161,"Prenanthes purpurea",2024-07-14,31
15.526148,50.827423,"Prenanthes purpurea",2024-07-21,4457
13.9747,47.77562,"Prenanthes purpurea",2024-07-18,4
15.598657,47.460017,"Prenanthes purpurea",2024-07-16,NA
10.843634,47.365296,"Prenanthes purpurea",2024-07-15,NA
15.486088,47.189122,"Prenanthes purpurea",2024-07-20,192
13.945274,46.314466,"Prenanthes purpurea",2024-07-21,9
15.595563,47.458882,"Prenanthes purpurea",2024-07-16,NA
7.770179,49.05927,"Prenanthes purpurea",2024-07-17,NA
8.640701,49.716616,"Prenanthes purpurea",2024-07-21,8
15.511413,50.826128,"Prenanthes purpurea",2024-07-22,203
9.022886,46.921569,"Prenanthes purpurea",2024-07-23,NA
14.999616,44.842188,"Prenanthes purpurea",2024-07-20,NA
7.978808,45.628344,"Prenanthes purpurea",2024-07-19,483
15.495194,47.187387,"Prenanthes purpurea",2024-07-17,8
7.161119,47.828246,"Prenanthes purpurea",2024-07-20,NA
11.954287,47.785827,"Prenanthes purpurea",2024-07-19,23
15.28077,47.627187,"Prenanthes purpurea",2024-07-16,NA
15.51757,47.34003,"Prenanthes purpurea",2024-07-14,NA
16.206767,48.314112,"Prenanthes purpurea",2024-07-17,4
15.680717,47.617941,"Prenanthes purpurea",2024-07-14,NA
7.680696,44.194316,"Prenanthes purpurea",2024-07-23,3
15.555689,50.829815,"Prenanthes purpurea",2024-07-21,518
11.990174,50.011058,"Prenanthes purpurea",2024-07-21,125
16.568965,50.091518,"Prenanthes purpurea",2024-07-22,3046
9.922922,48.783767,"Prenanthes purpurea",2024-07-30,4
13.885814,50.267026,"Prenanthes purpurea",2024-07-20,9
14.8658,47.415839,"Prenanthes purpurea",2024-07-15,NA
13.111087,47.812185,"Prenanthes purpurea",2024-07-28,NA
14.667961,45.41689,"Prenanthes purpurea",2024-07-17,3246
15.785956,44.260842,"Prenanthes purpurea",2024-07-28,NA
6.079916,45.876175,"Prenanthes purpurea",2024-07-30,27095
12.057131,47.656872,"Prenanthes purpurea",2024-07-26,4
14.169749,46.444405,"Prenanthes purpurea",2024-07-26,22
13.499937,47.904458,"Prenanthes purpurea",2024-07-20,103
15.758702,50.768392,"Prenanthes purpurea",2024-07-29,5
13.261213,47.389304,"Prenanthes purpurea",2024-07-20,977
11.312319,47.247939,"Prenanthes purpurea",2024-07-23,NA
15.2647,47.791812,"Prenanthes purpurea",2024-07-21,207
10.475966,47.204076,"Prenanthes purpurea",2024-07-17,1217
1.037273,42.62444,"Prenanthes purpurea",2024-07-28,NA
15.758773,50.768643,"Prenanthes purpurea",2024-07-29,4
17.099109,50.197341,"Prenanthes purpurea",2024-07-27,177
15.684764,47.62215,"Prenanthes purpurea",2024-07-27,NA
11.15219,47.552169,"Prenanthes purpurea",2024-07-29,NA
11.064386,47.596565,"Prenanthes purpurea",2024-07-29,1700
15.063458,47.847958,"Prenanthes purpurea",2024-07-18,5352
15.30205,47.147862,"Prenanthes purpurea",2024-07-27,NA
11.54496,46.39735,"Prenanthes purpurea",2024-07-18,344
6.956875,45.687667,"Prenanthes purpurea",2024-07-24,2086
14.762264,46.158394,"Prenanthes purpurea",2024-07-28,NA
20.954311,49.430182,"Prenanthes purpurea",2024-07-28,4
14.701339,46.266447,"Prenanthes purpurea",2024-07-24,NA
6.846505,48.081612,"Prenanthes purpurea",2024-07-24,9
6.419105,44.513283,"Prenanthes purpurea",2024-07-28,7818
9.657628,47.035438,"Prenanthes purpurea",2024-07-20,NA
7.861317,49.973072,"Prenanthes purpurea",2024-07-28,4
20.223439,49.1605,"Prenanthes purpurea",2024-07-30,4
11.435753,47.618855,"Prenanthes purpurea",2024-07-09,NA
13.885011,46.302723,"Prenanthes purpurea",2024-07-19,NA
9.058308,49.464713,"Prenanthes purpurea",2024-07-30,2501884
13.912299,50.276661,"Prenanthes purpurea",2024-07-30,10
14.034655,46.377243,"Prenanthes purpurea",2024-07-20,5
14.022749,47.746741,"Prenanthes purpurea",2024-07-24,NA
19.56486,49.631863,"Prenanthes purpurea",2024-07-21,NA
14.670653,46.283432,"Prenanthes purpurea",2024-07-24,NA
9.489145,48.827522,"Prenanthes purpurea",2024-07-29,4
5.748611,45.95238,"Prenanthes purpurea",2024-07-24,4
7.020288,47.980721,"Prenanthes purpurea",2024-07-24,3500
14.815094,47.380799,"Prenanthes purpurea",2024-07-29,9
16.448128,47.351658,"Prenanthes purpurea",2024-07-23,697
13.080565,47.819832,"Prenanthes purpurea",2024-07-28,NA
13.128092,47.801669,"Prenanthes purpurea",2024-07-28,NA
15.758758,50.768518,"Prenanthes purpurea",2024-07-29,6
11.829416,50.136884,"Prenanthes purpurea",2024-07-27,79
20.216313,49.167668,"Prenanthes purpurea",2024-07-30,4
9.607385,46.240418,"Prenanthes purpurea",2024-07-21,318
13.914551,50.273114,"Prenanthes purpurea",2024-07-23,27
22.194292,49.268635,"Prenanthes purpurea",2024-07-27,11
8.629681,49.720395,"Prenanthes purpurea",2024-07-25,4
8.970042,47.021247,"Prenanthes purpurea",2024-07-30,33
9.27503,45.829412,"Prenanthes purpurea",2024-07-14,3
8.488887,47.351563,"Prenanthes purpurea",2024-07-10,5
20.145462,49.77376,"Prenanthes purpurea",2024-07-13,NA
5.994364,45.257767,"Prenanthes purpurea",2024-07-15,NA
2.281969,42.406381,"Prenanthes purpurea",2024-07-24,2599
-0.230773,42.765409,"Prenanthes purpurea",2024-07-29,423
8.3922,47.841011,"Prenanthes purpurea",2024-07-17,7
8.488167,47.351872,"Prenanthes purpurea",2024-07-27,9
13.391804,46.704736,"Prenanthes purpurea",2024-07-31,181
15.757695,50.756689,"Prenanthes purpurea",2024-07-06,7
1.62923,42.576177,"Prenanthes purpurea",2024-07-22,NA
8.872029,49.571221,"Prenanthes purpurea",2024-07-17,864
13.025583,47.568447,"Prenanthes purpurea",2024-07-23,NA
9.527812,47.006958,"Prenanthes purpurea",2024-07-10,1414
8.236062,48.467045,"Prenanthes purpurea",2024-07-28,5
16.287172,48.256496,"Prenanthes purpurea",2024-07-17,275
8.015705,47.877403,"Prenanthes purpurea",2024-07-26,4
6.727765,45.902079,"Prenanthes purpurea",2024-07-22,61
7.938516,47.85913,"Prenanthes purpurea",2024-07-31,63
7.915233,49.63227,"Prenanthes purpurea",2024-07-28,4
6.404928,45.881917,"Prenanthes purpurea",2024-07-27,5
13.891256,46.333769,"Prenanthes purpurea",2024-07-27,8
8.225055,47.505906,"Prenanthes purpurea",2024-07-31,NA
6.767079,45.245698,"Prenanthes purpurea",2024-07-31,65
-0.546652,42.786036,"Prenanthes purpurea",2024-07-27,400
19.12,49.43,"Prenanthes purpurea",2024-07-19,NA
14.115979,50.967282,"Prenanthes purpurea",2024-07-25,3
19.420378,43.918213,"Prenanthes purpurea",2024-07-13,76
13.928368,50.257002,"Prenanthes purpurea",2024-07-23,15
13.136013,50.387744,"Prenanthes purpurea",2024-07-19,6
15.518277,50.785097,"Prenanthes purpurea",2024-07-24,1463
16.115827,50.60988,"Prenanthes purpurea",2024-07-31,500
20.431175,48.9552,"Prenanthes purpurea",2024-07-16,NA
2.735682,45.512054,"Prenanthes purpurea",2024-07-23,7629
19.12,49.43,"Prenanthes purpurea",2024-07-19,NA
10.099186,46.280693,"Prenanthes purpurea",2024-07-29,9
11.610713,42.85929,"Prenanthes purpurea",2024-07-06,8
8.067795,46.628297,"Prenanthes purpurea",2024-07-07,4
10.508128,46.258959,"Prenanthes purpurea",2024-07-27,1539
19.948371,49.261997,"Prenanthes purpurea",2024-07-17,NA
3.551952,44.115072,"Prenanthes purpurea",2024-07-30,NA
14.686902,47.502411,"Prenanthes purpurea",2024-07-29,527
15.478733,50.769341,"Prenanthes purpurea",2024-07-25,1205
9.759695,47.389153,"Prenanthes purpurea",2024-07-11,8
13.273903,42.917908,"Prenanthes purpurea",2024-07-29,NA
9.210625,46.924409,"Prenanthes purpurea",2024-07-18,NA
19.058278,49.213292,"Prenanthes purpurea",2024-07-25,4575
7.509956,47.458986,"Prenanthes purpurea",2024-07-24,NA
8.850512,49.63584,"Prenanthes purpurea",2024-07-18,1
14.263397,50.878299,"Prenanthes purpurea",2024-07-21,13
11.441907,47.217646,"Prenanthes purpurea",2024-07-24,3
12.744638,46.79948,"Prenanthes purpurea",2024-07-31,1
2.783041,45.465979,"Prenanthes purpurea",2024-07-31,5
7.072899,46.065948,"Prenanthes purpurea",2024-07-25,238
15.113896,50.795421,"Prenanthes purpurea",2024-07-08,NA
15.543198,50.795323,"Prenanthes purpurea",2024-07-27,607
9.856785,46.259412,"Prenanthes purpurea",2024-07-27,11
6.495948,44.965526,"Prenanthes purpurea",2024-07-27,15
6.6271,46.278289,"Prenanthes purpurea",2024-07-12,58
15.751406,50.783942,"Prenanthes purpurea",2024-07-02,16
-0.036283,42.640642,"Prenanthes purpurea",2024-07-30,NA
7.947546,49.611136,"Prenanthes purpurea",2024-07-30,NA
11.223774,47.020233,"Prenanthes purpurea",2024-07-31,11
5.308275,44.13661,"Prenanthes purpurea",2024-07-22,NA
15.757808,50.756809,"Prenanthes purpurea",2024-07-06,10
8.722585,49.47509,"Prenanthes purpurea",2024-07-22,8
18.374335,49.437818,"Prenanthes purpurea",2024-07-21,NA
6.396756,45.896369,"Prenanthes purpurea",2024-07-27,4
15.759178,50.768557,"Prenanthes purpurea",2024-07-13,9
15.751434,50.784085,"Prenanthes purpurea",2024-07-02,7
8.465608,47.42539,"Prenanthes purpurea",2024-07-23,5
7.394363,46.713643,"Prenanthes purpurea",2024-07-23,NA
13.851067,45.967209,"Prenanthes purpurea",2024-07-06,4
13.898392,50.264519,"Prenanthes purpurea",2024-07-03,NA
8.022661,48.416478,"Prenanthes purpurea",2024-07-24,3289
12.816783,50.203896,"Prenanthes purpurea",2024-07-11,NA
11.58975,46.280063,"Prenanthes purpurea",2024-07-19,18
15.475022,47.204603,"Prenanthes purpurea",2024-07-27,5
2.277267,42.40014,"Prenanthes purpurea",2024-07-24,15
7.625356,47.460669,"Prenanthes purpurea",2024-07-27,8
18.180323,48.913164,"Prenanthes purpurea",2024-07-01,8
0.747717,42.630212,"Prenanthes purpurea",2024-07-28,17
20.429705,49.424528,"Prenanthes purpurea",2024-07-06,NA
14.781941,48.425286,"Prenanthes purpurea",2024-07-29,NA
9.035638,48.216384,"Prenanthes purpurea",2024-07-08,4
14.970758,50.788036,"Prenanthes purpurea",2024-07-12,28
6.597906,45.689648,"Prenanthes purpurea",2024-07-16,5
1.225737,42.668304,"Prenanthes purpurea",2024-07-07,31
11.580998,46.406858,"Prenanthes purpurea",2024-07-07,NA
8.224413,48.66943,"Prenanthes purpurea",2024-07-18,NA
11.325151,47.231098,"Prenanthes purpurea",2024-07-24,NA
5.571284,45.055699,"Prenanthes purpurea",2024-07-30,4
14.599628,47.567,"Prenanthes purpurea",2024-07-27,NA
14.783249,48.428918,"Prenanthes purpurea",2024-07-31,NA
12.234015,47.602809,"Prenanthes purpurea",2024-07-26,20
12.27466,46.53404,"Prenanthes purpurea",2024-07-17,NA
19.657559,49.258447,"Prenanthes purpurea",2024-07-18,16
14.639501,45.57727,"Prenanthes purpurea",2024-07-18,NA
1.447748,42.543053,"Prenanthes purpurea",2024-07-29,1
11.671576,46.306347,"Prenanthes purpurea",2024-07-26,3
13.031865,47.735027,"Prenanthes purpurea",2024-07-22,24
6.85557,48.08194,"Prenanthes purpurea",2024-07-31,4
8.101356,48.011338,"Prenanthes purpurea",2024-07-31,43
13.162469,47.491129,"Prenanthes purpurea",2024-07-29,32
13.184728,47.78465,"Prenanthes purpurea",2024-07-13,NA
12.585586,47.814657,"Prenanthes purpurea",2024-07-22,NA
12.620008,47.415195,"Prenanthes purpurea",2024-07-14,2
11.257742,47.453258,"Prenanthes purpurea",2024-07-12,NA
8.465008,47.90787,"Prenanthes purpurea",2024-07-17,3
9.944468,47.022384,"Prenanthes purpurea",2024-07-18,32
9.985146,47.497434,"Prenanthes purpurea",2024-07-15,NA
8.207953,48.597168,"Prenanthes purpurea",2024-07-16,4
10.267328,47.32406,"Prenanthes purpurea",2024-07-13,12
7.003114,49.621515,"Prenanthes purpurea",2024-07-27,3
6.693344,46.159416,"Prenanthes purpurea",2024-07-11,2
12.807244,47.813385,"Prenanthes purpurea",2024-07-20,5
6.983264,48.030521,"Prenanthes purpurea",2024-07-17,3
7.048109,47.913818,"Prenanthes purpurea",2024-07-22,5
12.988002,47.417084,"Prenanthes purpurea",2024-07-28,2
6.015156,46.360878,"Prenanthes purpurea",2024-07-24,246
6.332465,45.947582,"Prenanthes purpurea",2024-07-13,10
11.866064,47.482147,"Prenanthes purpurea",2024-07-23,4
11.612196,46.357708,"Prenanthes purpurea",2024-07-20,10
7.757324,49.165092,"Prenanthes purpurea",2024-07-21,NA
5.406419,44.942664,"Prenanthes purpurea",2024-07-09,NA
8.203905,48.597711,"Prenanthes purpurea",2024-07-22,8
10.790171,46.406961,"Prenanthes purpurea",2024-07-22,3
7.091845,45.93446,"Prenanthes purpurea",2024-07-14,NA
7.846134,47.813382,"Prenanthes purpurea",2024-07-28,11
7.185652,46.20169,"Prenanthes purpurea",2024-07-15,327
8.182229,47.864682,"Prenanthes purpurea",2024-07-03,22
10.03793,47.629679,"Prenanthes purpurea",2024-07-04,NA
12.201504,47.519785,"Prenanthes purpurea",2024-07-24,NA
8.188001,48.528386,"Prenanthes purpurea",2024-07-29,NA
13.767673,47.655803,"Prenanthes purpurea",2024-07-17,5
11.784483,50.0027,"Prenanthes purpurea",2024-07-22,NA
15.283562,50.462359,"Prenanthes purpurea",2024-07-16,6
13.767653,47.655579,"Prenanthes purpurea",2024-07-17,5
5.388642,45.005528,"Prenanthes purpurea",2024-07-26,5
8.218226,48.614184,"Prenanthes purpurea",2024-07-14,15
13.047361,49.098053,"Prenanthes purpurea",2024-07-08,5
9.786695,47.519098,"Prenanthes purpurea",2024-07-26,NA
11.782579,47.662255,"Prenanthes purpurea",2024-07-20,3
12.635392,47.41515,"Prenanthes purpurea",2024-07-14,3
6.94657,48.067068,"Prenanthes purpurea",2024-07-17,3
9.874143,47.193917,"Prenanthes purpurea",2024-07-28,NA
12.170355,47.20158,"Prenanthes purpurea",2024-07-18,NA
10.96104,47.458038,"Prenanthes purpurea",2024-07-09,5
7.997366,47.733299,"Prenanthes purpurea",2024-07-28,NA
9.619019,47.195228,"Prenanthes purpurea",2024-07-14,8
11.058485,49.957805,"Prenanthes purpurea",2024-07-17,4
8.262355,47.865538,"Prenanthes purpurea",2024-07-12,5
13.216295,47.671602,"Prenanthes purpurea",2024-07-05,16
5.903145,45.471306,"Prenanthes purpurea",2024-07-15,NA
12.282189,47.79256,"Prenanthes purpurea",2024-07-17,48
6.470011,45.475189,"Prenanthes purpurea",2024-07-26,5
12.810908,46.809125,"Prenanthes purpurea",2024-07-18,49
14.009866,46.242226,"Prenanthes purpurea",2024-07-22,8
7.356732,48.364168,"Prenanthes purpurea",2024-07-24,NA
9.367511,48.481821,"Prenanthes purpurea",2024-07-19,NA
5.390235,44.990845,"Prenanthes purpurea",2024-07-26,NA
14.275948,46.487746,"Prenanthes purpurea",2024-07-18,230
6.845798,45.901677,"Prenanthes purpurea",2024-07-14,17
10.907378,47.412603,"Prenanthes purpurea",2024-07-15,5
14.238404,50.897276,"Prenanthes purpurea",2024-07-11,39
10.059495,46.94162,"Prenanthes purpurea",2024-07-08,16
13.213548,47.461929,"Prenanthes purpurea",2024-07-18,32
15.205934,48.620758,"Prenanthes purpurea",2024-07-21,5
7.037202,47.810527,"Prenanthes purpurea",2024-07-10,NA
12.589125,46.268555,"Prenanthes purpurea",2024-07-23,5
6.868392,48.051764,"Prenanthes purpurea",2024-07-21,8
12.861488,47.720378,"Prenanthes purpurea",2024-07-24,129
12.172039,47.204196,"Prenanthes purpurea",2024-07-25,2
8.19964,48.597887,"Prenanthes purpurea",2024-07-18,44
8.1461,48.613838,"Prenanthes purpurea",2024-07-10,NA
15.959388,46.710908,"Prenanthes purpurea",2024-07-20,NA
12.170808,47.20713,"Prenanthes purpurea",2024-07-23,4
9.651795,47.62655,"Prenanthes purpurea",2024-07-19,5
7.854767,47.818047,"Prenanthes purpurea",2024-07-28,5
11.576928,46.561859,"Prenanthes purpurea",2024-07-14,12
6.332484,45.947102,"Prenanthes purpurea",2024-07-13,5
6.139974,46.591178,"Prenanthes purpurea",2024-07-17,NA
10.342722,47.265583,"Prenanthes purpurea",2024-07-17,5
13.68878,47.421345,"Prenanthes purpurea",2024-07-16,33
13.101017,49.044305,"Prenanthes purpurea",2024-07-08,4
7.03877,46.567554,"Prenanthes purpurea",2024-07-21,146
6.125288,46.562225,"Prenanthes purpurea",2024-07-28,1
6.668895,45.407711,"Prenanthes purpurea",2024-07-09,2
6.850311,47.799847,"Prenanthes purpurea",2024-07-24,NA
13.429906,50.782586,"Prenanthes purpurea",2024-07-25,NA
7.029907,48.049042,"Prenanthes purpurea",2024-07-29,13
6.139295,46.549288,"Prenanthes purpurea",2024-07-31,31
13.117124,46.927062,"Prenanthes purpurea",2024-07-23,339
7.098742,48.122783,"Prenanthes purpurea",2024-07-19,32
13.352542,47.742942,"Prenanthes purpurea",2024-07-27,4
12.898891,47.715955,"Prenanthes purpurea",2024-07-30,3
8.29379,48.181268,"Prenanthes purpurea",2024-07-25,NA
10.612352,47.88608,"Prenanthes purpurea",2024-07-14,14
15.688748,47.157369,"Prenanthes purpurea",2024-07-19,NA
6.86223,48.049072,"Prenanthes purpurea",2024-07-26,13
9.190305,47.160428,"Prenanthes purpurea",2024-07-30,5
13.480974,47.709187,"Prenanthes purpurea",2024-07-27,4
11.822334,47.151543,"Prenanthes purpurea",2024-07-28,10
13.408831,47.731114,"Prenanthes purpurea",2024-07-27,35
14.275369,46.487573,"Prenanthes purpurea",2024-07-30,6
6.550775,45.204945,"Prenanthes purpurea",2024-07-24,6
6.850353,48.060692,"Prenanthes purpurea",2024-07-22,32
12.990569,47.419809,"Prenanthes purpurea",2024-07-31,2
8.2,48.5,"Prenanthes purpurea",2024-07-28,NA
6.92293,47.949021,"Prenanthes purpurea",2024-07-29,4
11.616082,46.356136,"Prenanthes purpurea",2024-07-20,7
8.031923,47.865601,"Prenanthes purpurea",2024-07-26,5
12.171189,47.207048,"Prenanthes purpurea",2024-07-18,3
7.0956,48.124471,"Prenanthes purpurea",2024-07-15,NA
7.118033,45.985832,"Prenanthes purpurea",2024-07-21,10
9.754868,47.113373,"Prenanthes purpurea",2024-07-21,4
11.390493,47.289175,"Prenanthes purpurea",2024-07-09,4
8.134306,47.897767,"Prenanthes purpurea",2024-07-13,2
7.252169,47.979718,"Prenanthes purpurea",2024-07-27,NA
11.20405,46.015137,"Prenanthes purpurea",2024-07-25,NA
13.615464,47.529539,"Prenanthes purpurea",2024-07-28,NA
8.090724,47.826576,"Prenanthes purpurea",2024-07-13,NA
12.279166,46.715725,"Prenanthes purpurea",2024-07-30,1
6.139295,46.549288,"Prenanthes purpurea",2024-07-31,31
8.328152,48.42173,"Prenanthes purpurea",2024-07-20,4
5.401678,45.043678,"Prenanthes purpurea",2024-07-16,NA
13.186918,47.713729,"Prenanthes purpurea",2024-07-30,4
8.315992,48.102525,"Prenanthes purpurea",2024-07-26,34
8.730556,49.399722,"Prenanthes purpurea",2024-07-15,NA
13.144766,47.843933,"Prenanthes purpurea",2024-07-14,3
12.803817,49.328299,"Prenanthes purpurea",2024-07-02,NA
10.29768,47.147964,"Prenanthes purpurea",2024-07-29,NA
13.976562,46.302429,"Prenanthes purpurea",2024-07-07,9
7.025251,48.049805,"Prenanthes purpurea",2024-07-18,6
7.037314,47.810377,"Prenanthes purpurea",2024-07-10,NA
13.730535,47.345279,"Prenanthes purpurea",2024-07-23,NA
8.499848,48.564814,"Prenanthes purpurea",2024-07-13,2
10.342738,47.265587,"Prenanthes purpurea",2024-07-17,5
7.295187,48.385712,"Prenanthes purpurea",2024-07-09,6
6.442111,44.881857,"Prenanthes purpurea",2024-07-29,2
9.394789,50.006702,"Prenanthes purpurea",2024-07-21,27
7.121105,45.984876,"Prenanthes purpurea",2024-07-24,15
11.221697,47.023139,"Prenanthes purpurea",2024-07-28,30
14.211547,45.31008,"Prenanthes purpurea",2024-07-21,4
9.492228,49.827483,"Prenanthes purpurea",2024-07-16,16
6.332484,45.947102,"Prenanthes purpurea",2024-07-13,5
9.367511,48.481821,"Prenanthes purpurea",2024-07-19,NA
13.452636,46.983414,"Prenanthes purpurea",2024-07-24,99
13.076428,47.68922,"Prenanthes purpurea",2024-07-05,5
8.182621,47.804786,"Prenanthes purpurea",2024-07-19,52
15.604954,44.871259,"Prenanthes purpurea",2024-07-31,11
23.264272,42.641442,"Prenanthes purpurea",2024-07-16,6
7.996879,47.858047,"Prenanthes purpurea",2024-07-08,4
8.226963,48.570183,"Prenanthes purpurea",2024-07-31,27
8.197824,48.593903,"Prenanthes purpurea",2024-07-16,5
6.332465,45.947582,"Prenanthes purpurea",2024-07-13,10
14.184082,50.90771,"Prenanthes purpurea",2024-07-19,NA
9.991875,47.010708,"Prenanthes purpurea",2024-07-14,4
8.24614,48.13356,"Prenanthes purpurea",2024-07-27,8
11.609657,46.576078,"Prenanthes purpurea",2024-07-03,4
11.711778,50.551953,"Prenanthes purpurea",2024-07-11,NA
7.422963,46.455467,"Prenanthes purpurea",2024-07-26,10
19.733823,48.90741,"Prenanthes purpurea",2024-07-23,3
12.606204,47.363319,"Prenanthes purpurea",2024-07-12,3
13.048646,47.80257,"Prenanthes purpurea",2024-07-02,20
7.217877,46.277718,"Prenanthes purpurea",2024-07-07,NA
13.155061,49.09964,"Prenanthes purpurea",2024-07-15,5
13.212659,47.702644,"Prenanthes purpurea",2024-07-15,4
17.960662,49.219274,"Prenanthes purpurea",2024-07-26,3
12.636831,47.399187,"Prenanthes purpurea",2024-07-23,110
6.958567,47.951269,"Prenanthes purpurea",2024-07-16,3
13.62673,47.707937,"Prenanthes purpurea",2024-07-07,466
10.251961,47.425334,"Prenanthes purpurea",2024-07-20,NA
14.079897,50.902867,"Prenanthes purpurea",2024-07-06,NA
5.902569,45.48185,"Prenanthes purpurea",2024-07-15,NA
6.739478,48.008331,"Prenanthes purpurea",2024-07-16,10
6.271089,45.710968,"Prenanthes purpurea",2024-07-25,NA
8.337388,48.75913,"Prenanthes purpurea",2024-07-15,4
12.84286,47.813507,"Prenanthes purpurea",2024-07-22,5
11.240356,47.428687,"Prenanthes purpurea",2024-07-09,4
12.979601,46.741623,"Prenanthes purpurea",2024-07-27,12
5.854508,46.614149,"Prenanthes purpurea",2024-07-26,11
6.937393,46.035461,"Prenanthes purpurea",2024-07-21,5
8.533346,48.741886,"Prenanthes purpurea",2024-07-23,116
15.205883,48.620985,"Prenanthes purpurea",2024-07-21,8
10.380867,47.264428,"Prenanthes purpurea",2024-07-09,NA
6.937094,46.035217,"Prenanthes purpurea",2024-07-21,4
8.336114,48.417347,"Prenanthes purpurea",2024-07-13,NA
10.273134,47.12834,"Prenanthes purpurea",2024-07-23,NA
6.980189,49.667436,"Prenanthes purpurea",2024-07-18,600
9.620956,47.250107,"Prenanthes purpurea",2024-07-20,9
5.329817,45.472725,"Prenanthes purpurea",2024-07-22,5
14.035125,50.955463,"Prenanthes purpurea",2024-07-24,49
8.22433,48.121608,"Prenanthes purpurea",2024-07-17,14
9.881001,47.614913,"Prenanthes purpurea",2024-07-19,16
8.177837,48.12214,"Prenanthes purpurea",2024-07-24,4
7.03875,46.567535,"Prenanthes purpurea",2024-07-21,3
8.248606,48.108838,"Prenanthes purpurea",2024-07-22,NA
8.802547,46.311372,"Prenanthes purpurea",2024-07-24,16
7.86593,47.965688,"Prenanthes purpurea",2024-07-25,14
6.876781,47.816772,"Prenanthes purpurea",2024-07-29,8
8.035804,47.776964,"Prenanthes purpurea",2024-07-25,7
7.05767,47.910991,"Prenanthes purpurea",2024-07-27,4
11.276445,47.382467,"Prenanthes purpurea",2024-07-23,32
7.937593,47.842828,"Prenanthes purpurea",2024-07-29,NA
12.618383,47.654858,"Prenanthes purpurea",2024-07-24,3
15.604967,44.871247,"Prenanthes purpurea",2024-07-18,13
8.168507,46.360962,"Prenanthes purpurea",2024-07-30,33
12.70361,47.520387,"Prenanthes purpurea",2024-07-02,12
12.798608,46.806401,"Prenanthes purpurea",2024-07-01,8
13.827014,48.908971,"Prenanthes purpurea",2024-07-04,5
7.29257,48.171722,"Prenanthes purpurea",2024-07-04,5
6.972833,48.05966,"Prenanthes purpurea",2024-07-03,NA
10.513637,47.328175,"Prenanthes purpurea",2024-07-06,NA
14.601113,48.393993,"Prenanthes purpurea",2024-07-02,NA
1.13695,42.576431,"Prenanthes purpurea",2024-07-02,NA
13.157453,47.83841,"Prenanthes purpurea",2024-07-14,4
10.71338,47.550778,"Prenanthes purpurea",2024-07-02,6
14.29293,50.91343,"Prenanthes purpurea",2024-07-14,5
13.413,48.962672,"Prenanthes purpurea",2024-07-14,12
6.905849,47.990051,"Prenanthes purpurea",2024-07-15,14
9.970573,47.031074,"Prenanthes purpurea",2024-07-16,8
7.034614,47.813782,"Prenanthes purpurea",2024-07-10,NA
12.170511,47.206726,"Prenanthes purpurea",2024-07-18,5
13.156213,49.099556,"Prenanthes purpurea",2024-07-15,5
5.406417,44.942686,"Prenanthes purpurea",2024-07-09,NA
6.10567,45.83692,"Prenanthes purpurea",2024-07-18,13
8.102085,49.379971,"Prenanthes purpurea",2024-07-19,13
9.991046,47.012183,"Prenanthes purpurea",2024-07-14,16
8.495139,46.009811,"Prenanthes purpurea",2024-07-08,NA
8.953473,49.49551,"Prenanthes purpurea",2024-07-14,NA
11.103923,47.430592,"Prenanthes purpurea",2024-07-14,NA
15.896022,48.831245,"Prenanthes purpurea",2024-07-13,5
5.350292,44.903397,"Prenanthes purpurea",2024-07-11,NA
6.98325,48.062322,"Prenanthes purpurea",2024-07-21,4
19.98,49.27,"Prenanthes purpurea",2024-07-17,NA
13.057774,47.801933,"Prenanthes purpurea",2024-07-02,30
15.688569,47.157246,"Prenanthes purpurea",2024-07-19,NA
8.14555,47.99767,"Prenanthes purpurea",2024-07-16,5
10.387832,47.271633,"Prenanthes purpurea",2024-07-16,NA
8.077413,49.305497,"Prenanthes purpurea",2024-07-19,NA
13.266806,47.459396,"Prenanthes purpurea",2024-07-14,3
13.220192,47.886355,"Prenanthes purpurea",2024-07-13,4
13.704352,47.423637,"Prenanthes purpurea",2024-07-17,16
10.275083,47.12977,"Prenanthes purpurea",2024-07-23,7
6.913566,45.938446,"Prenanthes purpurea",2024-07-21,4
7.911419,46.616705,"Prenanthes purpurea",2024-07-17,NA
10.336269,47.259256,"Prenanthes purpurea",2024-07-09,NA
8.170458,48.113122,"Prenanthes purpurea",2024-07-21,NA
12.011774,47.678248,"Prenanthes purpurea",2024-07-21,15
